Month,Decade,Tmax(C),Tmin(C)
09,2009-2018,15.6,8.7
09,2009-2018,16.5,11.7
09,2009-2018,20.3,14.2
09,2009-2018,17.3,11.6
09,2009-2018,16.7,10.9
09,2009-2018,14.9,10.1
09,2009-2018,15.3,7.6
09,2009-2018,16.6,10.1
09,2009-2018,16.9,3
09,2009-2018,14.9,7.9
09,2009-2018,16.4,12.5
09,2009-2018,19.5,14.7
09,2009-2018,17.9,12.3
09,2009-2018,19.9,10.9
09,2009-2018,19.4,12.9
09,2009-2018,16.9,13.1
09,2009-2018,16.6,13.5
09,2009-2018,16.8,14.2
09,2009-2018,19.2,13.7
09,2009-2018,17.3,12.6
09,2009-2018,18.2,12
10,2009-2018,16.6,12.7
10,2009-2018,17,8.1
10,2009-2018,17.4,12
10,2009-2018,18,8.3
10,2009-2018,18.5,12.4
10,2009-2018,19.3,11.3
10,2009-2018,19.9,11.8
10,2009-2018,18.4,9.6
10,2009-2018,19.4,11.6
10,2009-2018,16.9,9
10,2009-2018,16.1,11.5
10,2009-2018,17.5,11.1
10,2009-2018,16.6,10.9
10,2009-2018,18.1,13
10,2009-2018,19,15
10,2009-2018,21.3,10.1
10,2009-2018,17.6,12.8
10,2009-2018,18.6,8.6
10,2009-2018,19.1,14.2
10,2009-2018,18.1,9.2
10,2009-2018,17.3,12.9
10,2009-2018,17.5,10.7
10,2009-2018,19.1,14.2
10,2009-2018,18.7,14.2
10,2009-2018,20.4,14.2
10,2009-2018,23,12.2
10,2009-2018,18.6,8.8
10,2009-2018,19.3,12.7
10,2009-2018,17.8,10.4
10,2009-2018,17,10.9
10,2009-2018,19,13.5
11,2009-2018,21.9,13.6
11,2009-2018,19.3,11.2
11,2009-2018,17.5,11.3
11,2009-2018,18.6,10
11,2009-2018,20.5,12.1
11,2009-2018,19.8,12
11,2009-2018,19.4,11.1
11,2009-2018,19.3,10.9
11,2009-2018,19.3,14.6
11,2009-2018,18.9,15.4
11,2009-2018,19.1,14.7
11,2009-2018,19.7,14.1
11,2009-2018,21.9,10.4
11,2009-2018,20.6,9.6
11,2009-2018,19.9,9.7
11,2009-2018,20.3,11.8
11,2009-2018,21.3,14.4
11,2009-2018,22.1,14.2
11,2009-2018,23.1,15.6
11,2009-2018,24.8,14
11,2009-2018,22.9,15.1
11,2009-2018,24,12.5
11,2009-2018,25.1,13.8
11,2009-2018,25.6,15.9
11,2009-2018,23.2,15.1
11,2009-2018,23.9,17.8
11,2009-2018,25.9,16.1
11,2009-2018,23.9,15.8
11,2009-2018,-,15.5
11,2009-2018,22.2,16.9
12,2009-2018,25.5,15.4
12,2009-2018,19.9,11.3
12,2009-2018,23.1,13.6
12,2009-2018,21.7,16.9
12,2009-2018,19.8,17.4
12,2009-2018,22.8,16.4
12,2009-2018,23.9,15.7
12,2009-2018,22.3,14
12,2009-2018,21.5,14.4
12,2009-2018,21.4,14.5
12,2009-2018,20.4,14.1
12,2009-2018,20.2,12.9
12,2009-2018,22.7,15.2
12,2009-2018,24.9,14.3
12,2009-2018,25.5,15.8
12,2009-2018,24.9,14.9
12,2009-2018,25,16.5
12,2009-2018,23.6,16.5
12,2009-2018,21.7,15.3
12,2009-2018,21.4,12.6
12,2009-2018,22.6,14.3
12,2009-2018,21.5,16.6
12,2009-2018,21,14
12,2009-2018,21.9,15.1
12,2009-2018,22.4,16.2
12,2009-2018,20.6,14.6
12,2009-2018,21.2,13.5
12,2009-2018,22.8,14.3
12,2009-2018,22.6,16
12,2009-2018,23.7,15.1
12,2009-2018,23.8,15.4
01,2009-2018,21.2,11.1
01,2009-2018,24,15.7
01,2009-2018,22.7,14.8
01,2009-2018,26.3,18.5
01,2009-2018,26.2,18.8
01,2009-2018,24.2,16.7
01,2009-2018,22.2,11.7
01,2009-2018,25.2,17.2
01,2009-2018,23.7,14.8
01,2009-2018,20.4,12.2
01,2009-2018,21.9,14.6
01,2009-2018,22.1,15.3
01,2009-2018,22.1,16.8
01,2009-2018,24.3,16.4
01,2009-2018,21.4,14.4
01,2009-2018,22.4,15.5
01,2009-2018,21.1,17.5
01,2009-2018,21.3,15.2
01,2009-2018,21.5,11.3
01,2009-2018,23.7,16.7
01,2009-2018,22.3,17.8
01,2009-2018,21.5,17.4
01,2009-2018,25.5,16.7
01,2009-2018,21.7,16.3
01,2009-2018,22.5,13.1
01,2009-2018,25.5,17.4
01,2009-2018,23.7,14.9
01,2009-2018,20.2,12.2
01,2009-2018,20.7,11.7
01,2009-2018,22.5,15.7
01,2009-2018,22.2,13.7
02,2009-2018,25.3,14.1
02,2009-2018,23.8,14.5
02,2009-2018,26.6,14.4
02,2009-2018,25.2,15.3
02,2009-2018,23.5,17.3
02,2009-2018,24.9,17.7
02,2009-2018,24.9,18.6
02,2009-2018,24.3,19.3
02,2009-2018,23.7,18.6
02,2009-2018,25,17.9
02,2009-2018,23.8,17.5
02,2009-2018,23.1,13.8
02,2009-2018,22.7,16.9
02,2009-2018,22.8,15.9
02,2009-2018,22.7,14.3
02,2009-2018,23.1,13.5
02,2009-2018,27,15.3
02,2009-2018,26.7,18.6
02,2009-2018,28,18.5
02,2009-2018,25.6,17.9
02,2009-2018,25.6,17.9
02,2009-2018,27.9,19.7
02,2009-2018,24.8,18
02,2009-2018,23.5,13.4
02,2009-2018,22.5,13.1
02,2009-2018,22.8,13
02,2009-2018,25.4,15.7
02,2009-2018,25.6,14.2
03,2009-2018,24.6,15.5
03,2009-2018,20.9,13.8
03,2009-2018,22,13.8
03,2009-2018,22.6,12.3
03,2009-2018,20.4,15.1
03,2009-2018,20.4,12
03,2009-2018,21.9,11.4
03,2009-2018,22.9,11.7
03,2009-2018,23,14.7
03,2009-2018,23.1,12.9
03,2009-2018,25.2,13.5
03,2009-2018,24,15.4
03,2009-2018,23.4,12.7
03,2009-2018,24.9,13.5
03,2009-2018,23.2,16.1
03,2009-2018,22.7,19.2
03,2009-2018,24.6,16.3
03,2009-2018,24,14.9
03,2009-2018,24.6,17.1
03,2009-2018,22.9,12.1
03,2009-2018,22.2,14.9
03,2009-2018,25.5,13.1
03,2009-2018,23.2,13.7
03,2009-2018,23.5,12.8
03,2009-2018,24.2,12.9
03,2009-2018,21.9,16.4
03,2009-2018,20.4,15
03,2009-2018,21.3,12
03,2009-2018,22.4,13.8
03,2009-2018,21.8,11.4
03,2009-2018,23,12.5
04,2009-2018,24.5,11.4
04,2009-2018,23.7,12.8
04,2009-2018,24,13.4
04,2009-2018,21.6,13.7
04,2009-2018,22,13.8
04,2009-2018,21.8,15.6
04,2009-2018,22.5,14.9
04,2009-2018,23,16.8
04,2009-2018,22.6,18.1
04,2009-2018,23.1,15.7
04,2009-2018,24.2,16.4
04,2009-2018,23,14.6
04,2009-2018,22.3,11.4
04,2009-2018,23.2,16
04,2009-2018,22.2,18.1
04,2009-2018,22.2,18.4
04,2009-2018,22,17
04,2009-2018,24,18.7
04,2009-2018,24.1,17.1
04,2009-2018,22.9,14.7
04,2009-2018,19.9,14.5
04,2009-2018,20,14.6
04,2009-2018,20,11.4
04,2009-2018,19.5,9.4
04,2009-2018,21.8,13.4
04,2009-2018,21.7,14.4
04,2009-2018,19.1,8.3
04,2009-2018,19.6,13.4
04,2009-2018,18.2,11.5
04,2009-2018,18.3,9.2
05,2009-2018,17.4,7.1
05,2009-2018,18.6,7.8
05,2009-2018,17.8,8.7
05,2009-2018,20.6,9.9
05,2009-2018,20.9,13.2
05,2009-2018,19.3,14.5
05,2009-2018,21,13.7
05,2009-2018,21,14.1
05,2009-2018,20.1,11.7
05,2009-2018,19.1,10.7
05,2009-2018,18.1,7.4
05,2009-2018,18.1,9.2
05,2009-2018,19.2,10.4
05,2009-2018,18.6,11.6
05,2009-2018,16.6,9.7
05,2009-2018,17,6.9
05,2009-2018,16,5.6
05,2009-2018,17.6,8.5
05,2009-2018,17.3,9.7
05,2009-2018,18.7,8.6
05,2009-2018,18.3,10
05,2009-2018,19,12.9
05,2009-2018,17.8,12.8
05,2009-2018,18.1,14.1
05,2009-2018,20.3,14.8
05,2009-2018,18.9,13.4
05,2009-2018,15.1,3.9
05,2009-2018,12.3,0.9
05,2009-2018,13.4,5
05,2009-2018,16,11.9
05,2009-2018,17.2,9.1
06,2009-2018,15.5,6
06,2009-2018,15.2,8.1
06,2009-2018,14.7,8.9
06,2009-2018,17.6,8.7
06,2009-2018,18,7.3
06,2009-2018,15.9,7.5
06,2009-2018,17.9,9.3
06,2009-2018,18.3,8.8
06,2009-2018,19.2,14.2
06,2009-2018,18.3,13.9
06,2009-2018,14.5,11.1
06,2009-2018,18.8,10
06,2009-2018,16.9,9.8
06,2009-2018,16.4,5.1
06,2009-2018,15.8,5
06,2009-2018,17.1,8.2
06,2009-2018,16.6,12.6
06,2009-2018,18.5,12.5
06,2009-2018,16.8,11.1
06,2009-2018,15,11.4
06,2009-2018,15.6,8.5
06,2009-2018,16.7,11.2
06,2009-2018,17.4,5.4
06,2009-2018,15.6,9.2
06,2009-2018,17.1,13
06,2009-2018,16.8,13.6
06,2009-2018,19,10.1
06,2009-2018,15.8,9.5
06,2009-2018,16,6.2
06,2009-2018,15.9,9.8
07,2009-2018,16.1,9.8
07,2009-2018,16,9.4
07,2009-2018,13.3,7.1
07,2009-2018,13.4,6.9
07,2009-2018,15,8.3
07,2009-2018,16.3,8.7
07,2009-2018,15.8,10
07,2009-2018,14.7,12
07,2009-2018,14.3,11.8
07,2009-2018,15.1,12.8
07,2009-2018,15.7,13.9
07,2009-2018,16.7,11.9
07,2009-2018,13.5,8.8
07,2009-2018,16.2,7.1
07,2009-2018,12.1,5.2
07,2009-2018,14.2,3.9
07,2009-2018,12.4,5.6
07,2009-2018,12.1,2.1
07,2009-2018,11.4,1.6
07,2009-2018,12.9,3.8
07,2009-2018,14.1,8.5
07,2009-2018,14.1,4.7
07,2009-2018,11.6,1.6
07,2009-2018,14.5,4.1
07,2009-2018,14,8.7
07,2009-2018,14,5.3
07,2009-2018,13.9,8.3
07,2009-2018,13.4,2.4
07,2009-2018,14.1,4.6
07,2009-2018,16.2,9.1
07,2009-2018,17.5,10.2
08,2009-2018,18,8
08,2009-2018,17,12.4
08,2009-2018,19.9,13.6
08,2009-2018,15.1,6
08,2009-2018,15,7.9
08,2009-2018,14.8,11.4
08,2009-2018,14.8,10
08,2009-2018,14.5,10.5
08,2009-2018,15,5.3
08,2009-2018,12.4,4
08,2009-2018,14.3,6.1
08,2009-2018,16.3,10.3
08,2009-2018,14.9,7.8
08,2009-2018,13.6,8.3
08,2009-2018,13.6,7.5
08,2009-2018,13.8,10.6
08,2009-2018,14.5,9.7
08,2009-2018,15.6,9.2
08,2009-2018,14.9,8.3
08,2009-2018,14.9,11.4
08,2009-2018,16.9,11.7
08,2009-2018,15.1,4.8
08,2009-2018,12.7,7.3
08,2009-2018,15,5.2
08,2009-2018,15.6,3.8
08,2009-2018,15,7
08,2009-2018,15.7,7.8
08,2009-2018,14.1,8.4
08,2009-2018,15.3,9.1
08,2009-2018,16,11.2
08,2009-2018,14.4,10.3
09,2009-2018,13.7,9.3
09,2009-2018,13.2,9.4
09,2009-2018,17.8,9
09,2009-2018,17.2,10.4
09,2009-2018,18.1,13
09,2009-2018,18.8,12
09,2009-2018,18.1,9.5
09,2009-2018,18.9,10.7
09,2009-2018,16.2,7.2
09,2009-2018,18,11.2
09,2009-2018,17.4,7.7
09,2009-2018,17.7,11.2
09,2009-2018,16.1,14
09,2009-2018,17.4,11.8
09,2009-2018,15.6,11.1
09,2009-2018,16.8,11
09,2009-2018,17.7,10.8
09,2009-2018,16.5,7.6
09,2009-2018,16.8,11.7
09,2009-2018,17.9,9.3
09,2009-2018,16.1,6.4
09,2009-2018,14,8
09,2009-2018,14.1,4.4
09,2009-2018,16.1,11.2
09,2009-2018,16.5,10.4
09,2009-2018,16.5,11.4
09,2009-2018,17.3,9.8
09,2009-2018,17.4,13.9
09,2009-2018,19,10.7
09,2009-2018,18.2,10
10,2009-2018,17.8,11
10,2009-2018,17.9,11.9
10,2009-2018,17.9,10.6
10,2009-2018,16.8,7.5
10,2009-2018,14.6,9.2
10,2009-2018,16.3,11.1
10,2009-2018,17.4,9.7
10,2009-2018,15.9,6.5
10,2009-2018,19.3,12.9
10,2009-2018,16.5,10.4
10,2009-2018,18.5,10.2
10,2009-2018,18.4,12.4
10,2009-2018,17.3,12.5
10,2009-2018,18.2,10.2
10,2009-2018,18.9,11.8
10,2009-2018,18.5,8.9
10,2009-2018,20.6,12.7
10,2009-2018,21.1,14.7
10,2009-2018,17.8,12.6
10,2009-2018,18.2,13
10,2009-2018,16.8,12.9
10,2009-2018,18.1,13
10,2009-2018,18.8,13.4
10,2009-2018,18.9,12.4
10,2009-2018,17.7,6
10,2009-2018,15.6,9.8
10,2009-2018,17,13.2
10,2009-2018,18.8,13.6
10,2009-2018,20.4,15.1
10,2009-2018,18.9,8.6
10,2009-2018,16.7,12.2
11,2009-2018,18.9,14.3
11,2009-2018,18.9,14.2
11,2009-2018,21.7,14.7
11,2009-2018,18,9
11,2009-2018,17.5,9.4
11,2009-2018,16.9,8.5
11,2009-2018,15.7,9.8
11,2009-2018,16.9,10.1
11,2009-2018,17.7,7.9
11,2009-2018,18.4,9.6
11,2009-2018,19.8,13.7
11,2009-2018,19.9,10.8
11,2009-2018,17.3,8.9
11,2009-2018,16.2,10.1
11,2009-2018,17.4,13
11,2009-2018,19.3,12.5
11,2009-2018,18.4,10.4
11,2009-2018,21.1,12.8
11,2009-2018,19.3,11.8
11,2009-2018,19.7,11.7
11,2009-2018,17.6,12.6
11,2009-2018,19,14.9
11,2009-2018,21.8,14.8
11,2009-2018,19.6,13.2
11,2009-2018,20.1,14.8
11,2009-2018,22.3,16.9
11,2009-2018,20.2,14.1
11,2009-2018,20.1,14.4
11,2009-2018,20.6,11.4
11,2009-2018,17.7,13.3
12,2009-2018,19.5,12.2
12,2009-2018,17.2,9.6
12,2009-2018,18.5,9.3
12,2009-2018,19.5,12.7
12,2009-2018,20,14.6
12,2009-2018,21.9,15.1
12,2009-2018,21.9,14.7
12,2009-2018,22.2,16.7
12,2009-2018,22.9,16.4
12,2009-2018,21.6,15.9
12,2009-2018,24.2,17.5
12,2009-2018,21.3,15.4
12,2009-2018,18.6,14.5
12,2009-2018,18.5,13.8
12,2009-2018,18.1,14.3
12,2009-2018,19.6,15.2
12,2009-2018,18.4,15.8
12,2009-2018,20.8,17.7
12,2009-2018,22.8,14.7
12,2009-2018,25.8,16.8
12,2009-2018,22.9,18.1
12,2009-2018,23.3,16
12,2009-2018,21.6,14
12,2009-2018,24.3,16.8
12,2009-2018,23.2,14.8
12,2009-2018,22.9,14.9
12,2009-2018,23.3,14.6
12,2009-2018,23.6,14.5
12,2009-2018,23.7,16.4
12,2009-2018,25.2,13.5
12,2009-2018,24.1,16.8
01,2009-2018,24,16.6
01,2009-2018,22.1,11.6
01,2009-2018,23.3,14.2
01,2009-2018,22.6,14.3
01,2009-2018,25.7,14.6
01,2009-2018,23.7,14.2
01,2009-2018,24.2,16
01,2009-2018,24.8,14.9
01,2009-2018,25.5,17.7
01,2009-2018,24.9,15.9
01,2009-2018,25.2,18.2
01,2009-2018,24.7,18.7
01,2009-2018,25.4,18.1
01,2009-2018,24.2,16.1
01,2009-2018,24.1,15.4
01,2009-2018,26.1,16.1
01,2009-2018,26.6,17.9
01,2009-2018,26.3,17.9
01,2009-2018,25,18.3
01,2009-2018,26.3,16.9
01,2009-2018,25.7,16.7
01,2009-2018,23.7,14.2
01,2009-2018,25.8,16.2
01,2009-2018,25.8,18
01,2009-2018,26.7,16.3
01,2009-2018,27.9,17.1
01,2009-2018,25.8,17.5
01,2009-2018,26.3,18.7
01,2009-2018,26.9,18.1
01,2009-2018,28.6,17.5
01,2009-2018,28.4,19.5
02,2009-2018,24.8,19.6
02,2009-2018,24.2,19.2
02,2009-2018,29.2,20.1
02,2009-2018,26,15.2
02,2009-2018,21.3,16.8
02,2009-2018,23.5,16.7
02,2009-2018,21.8,15.5
02,2009-2018,22.2,17.3
02,2009-2018,22.4,17.2
02,2009-2018,24.3,17.9
02,2009-2018,25.3,14.9
02,2009-2018,23.2,15.7
02,2009-2018,23,15.9
02,2009-2018,24.1,14.3
02,2009-2018,25,15.4
02,2009-2018,24.3,15.1
02,2009-2018,24.5,13.9
02,2009-2018,24.8,14.4
02,2009-2018,24,13.7
02,2009-2018,24.2,17.3
02,2009-2018,24.6,16.3
02,2009-2018,25.5,18.5
02,2009-2018,24,16
02,2009-2018,25.9,16.7
02,2009-2018,23.1,13.7
02,2009-2018,24.9,15.5
02,2009-2018,25.7,14.6
02,2009-2018,25.2,14.6
03,2009-2018,25.3,15.4
03,2009-2018,27.8,16.4
03,2009-2018,26.6,17
03,2009-2018,26,18.7
03,2009-2018,25.8,16.6
03,2009-2018,27.4,19.8
03,2009-2018,25.7,16.9
03,2009-2018,26.5,16.4
03,2009-2018,23.8,16.1
03,2009-2018,22.4,15.4
03,2009-2018,24.4,15.1
03,2009-2018,24.7,16.9
03,2009-2018,27,16.2
03,2009-2018,26.7,15.2
03,2009-2018,28,17
03,2009-2018,23,17.3
03,2009-2018,23.7,16.3
03,2009-2018,23.4,13.2
03,2009-2018,21.7,13.3
03,2009-2018,21.6,12.2
03,2009-2018,22.6,14
03,2009-2018,22.7,13.9
03,2009-2018,23.5,14.8
03,2009-2018,23.4,15.2
03,2009-2018,22.3,13.8
03,2009-2018,23.9,15.4
03,2009-2018,23.5,16.2
03,2009-2018,24.5,16.4
03,2009-2018,23.8,17.5
03,2009-2018,23.6,16.3
03,2009-2018,22,16.9
04,2009-2018,21.6,12.2
04,2009-2018,22.3,11.8
04,2009-2018,22.5,13.6
04,2009-2018,22,12.3
04,2009-2018,22.4,14.8
04,2009-2018,21.8,15.7
04,2009-2018,23.5,15.8
04,2009-2018,24.1,15.8
04,2009-2018,24.1,19
04,2009-2018,22.1,17.3
04,2009-2018,25.4,17.9
04,2009-2018,21.6,13.7
04,2009-2018,19.7,14.2
04,2009-2018,20.1,8.4
04,2009-2018,15.3,7.1
04,2009-2018,18.4,11.1
04,2009-2018,18.2,8.8
04,2009-2018,19.3,13.9
04,2009-2018,17.3,11.4
04,2009-2018,22,10
04,2009-2018,22.5,11.4
04,2009-2018,21,12.4
04,2009-2018,19.1,12.2
04,2009-2018,20.6,12.2
04,2009-2018,21.7,11
04,2009-2018,20.6,13.5
04,2009-2018,20.7,17.3
04,2009-2018,22.3,16.3
04,2009-2018,19,12.2
04,2009-2018,18.2,12.3
05,2009-2018,16.9,7.3
05,2009-2018,17.7,9.9
05,2009-2018,17.7,13.2
05,2009-2018,17.7,8.5
05,2009-2018,19.3,11.2
05,2009-2018,20,12.4
05,2009-2018,21.2,15.8
05,2009-2018,24.4,16.7
05,2009-2018,17.3,12.3
05,2009-2018,18.8,13.2
05,2009-2018,19,10
05,2009-2018,20.2,13.8
05,2009-2018,17.5,12.6
05,2009-2018,19,11.9
05,2009-2018,19.1,12.7
05,2009-2018,15.7,7.7
05,2009-2018,16.3,7.3
05,2009-2018,16.5,7.8
05,2009-2018,16.8,12.3
05,2009-2018,17.1,7.1
05,2009-2018,16,10.8
05,2009-2018,17.8,13.3
05,2009-2018,16.4,10.8
05,2009-2018,16,11.4
05,2009-2018,15.4,10.4
05,2009-2018,13.8,8.9
05,2009-2018,14.4,9.8
05,2009-2018,14.3,5.1
05,2009-2018,14.3,2.9
05,2009-2018,14.8,4.1
05,2009-2018,16.8,8.9
06,2009-2018,16.8,11.8
06,2009-2018,18,13.5
06,2009-2018,20.2,10.9
06,2009-2018,16.6,11.2
06,2009-2018,16,11.6
06,2009-2018,15.7,7.8
06,2009-2018,14.9,7.2
06,2009-2018,14.8,6.3
06,2009-2018,16,7.2
06,2009-2018,17,10.3
06,2009-2018,17.3,11.9
06,2009-2018,15.8,11.3
06,2009-2018,15.8,12.7
06,2009-2018,15.7,12.7
06,2009-2018,16.6,11.7
06,2009-2018,16.3,7.1
06,2009-2018,12.7,3.4
06,2009-2018,14.5,7.6
06,2009-2018,15,10.8
06,2009-2018,18.4,14.4
06,2009-2018,17.2,11.8
06,2009-2018,14.8,9.5
06,2009-2018,13.5,2.9
06,2009-2018,10.3,1.8
06,2009-2018,11.2,3.1
06,2009-2018,13.3,6.9
06,2009-2018,15,11.5
06,2009-2018,15.2,11.4
06,2009-2018,15.6,10.9
06,2009-2018,15,11.2
07,2009-2018,15.2,11.2
07,2009-2018,15.6,7.1
07,2009-2018,14.9,6.5
07,2009-2018,16.3,9.6
07,2009-2018,17.1,11.2
07,2009-2018,14.3,11.4
07,2009-2018,16.4,11.6
07,2009-2018,16.6,10
07,2009-2018,11.6,4.4
07,2009-2018,10.1,3.3
07,2009-2018,10.4,1.4
07,2009-2018,11.7,1.4
07,2009-2018,10.7,1.7
07,2009-2018,14,5.5
07,2009-2018,14.3,10.8
07,2009-2018,15.5,10.1
07,2009-2018,15.3,7.6
07,2009-2018,15.4,6.4
07,2009-2018,16.2,9.6
07,2009-2018,11.9,9.9
07,2009-2018,13.9,4.1
07,2009-2018,13.7,7.3
07,2009-2018,14.3,3.5
07,2009-2018,12,6
07,2009-2018,13.5,5.4
07,2009-2018,14.7,6.7
07,2009-2018,14.8,12.1
07,2009-2018,15.7,11.3
07,2009-2018,15.8,8.4
07,2009-2018,13.7,5.1
07,2009-2018,12.6,6.7
08,2009-2018,13.6,8.2
08,2009-2018,15.9,9.3
08,2009-2018,16.3,9.7
08,2009-2018,18.1,11.5
08,2009-2018,17.7,10.4
08,2009-2018,15.1,11
08,2009-2018,15.5,9.5
08,2009-2018,13.5,8.9
08,2009-2018,12.8,5.8
08,2009-2018,12.3,3.8
08,2009-2018,11.9,3.5
08,2009-2018,11.1,3.2
08,2009-2018,12.2,2
08,2009-2018,14.3,7.6
08,2009-2018,15.3,8.8
08,2009-2018,14.9,9.2
08,2009-2018,16,6.1
08,2009-2018,16.5,7.9
08,2009-2018,15.1,10
08,2009-2018,15.4,9.4
08,2009-2018,14.6,5.1
08,2009-2018,13.8,5.7
08,2009-2018,14.4,8.4
08,2009-2018,16.7,7.8
08,2009-2018,17.5,12.4
08,2009-2018,15.3,10.1
08,2009-2018,15.3,5.5
08,2009-2018,16.2,4.9
08,2009-2018,16.4,5
08,2009-2018,15.5,11.6
08,2009-2018,17,12.8
09,2009-2018,15,13.7
09,2009-2018,18.2,10.1
09,2009-2018,18.4,11.4
09,2009-2018,15.1,11.1
09,2009-2018,14.3,9.8
09,2009-2018,15.1,10.2
09,2009-2018,14.2,8.7
09,2009-2018,14.7,9.5
09,2009-2018,15.8,8.4
09,2009-2018,15.8,10.1
09,2009-2018,14.2,9.1
09,2009-2018,13.4,7.5
09,2009-2018,13.7,9.6
09,2009-2018,15.8,6.7
09,2009-2018,16.3,8.6
09,2009-2018,14.2,11.7
09,2009-2018,15.8,7.8
09,2009-2018,19.9,13.4
09,2009-2018,18.5,10.3
09,2009-2018,15.8,8.2
09,2009-2018,14,8.6
09,2009-2018,14.5,9
09,2009-2018,14.7,10.5
09,2009-2018,16.2,10.8
09,2009-2018,18.2,11.2
09,2009-2018,17.9,9.4
09,2009-2018,18.2,6.8
09,2009-2018,17.6,9.4
09,2009-2018,16.5,7
09,2009-2018,16.7,6.8
10,2009-2018,18.6,9.5
10,2009-2018,19.5,12.5
10,2009-2018,19,10.8
10,2009-2018,16.8,12
10,2009-2018,16.9,13.3
10,2009-2018,16.5,10.3
10,2009-2018,16.8,12.5
10,2009-2018,17.4,11.9
10,2009-2018,16.4,7.7
10,2009-2018,16.5,9.9
10,2009-2018,15.9,11.7
10,2009-2018,17.1,12.9
10,2009-2018,17.9,11.4
10,2009-2018,19.1,13
10,2009-2018,16.9,12.4
10,2009-2018,17.2,12.8
10,2009-2018,16,13.1
10,2009-2018,16.6,12.4
10,2009-2018,17.8,12.6
10,2009-2018,17,12
10,2009-2018,16.8,12.2
10,2009-2018,17.5,12.7
10,2009-2018,18.5,15.9
10,2009-2018,21.8,14.6
10,2009-2018,16.6,8.1
10,2009-2018,16.6,8.9
10,2009-2018,17.9,13.4
10,2009-2018,18.3,9.7
10,2009-2018,19.3,13.8
10,2009-2018,17.8,11.7
10,2009-2018,18.1,11.5
11,2009-2018,17,12.2
11,2009-2018,17.2,8.9
11,2009-2018,17.6,10.8
11,2009-2018,20,13
11,2009-2018,16.3,9.6
11,2009-2018,18,8
11,2009-2018,17.8,8.3
11,2009-2018,20.5,12.4
11,2009-2018,18.9,12.5
11,2009-2018,20.9,13.2
11,2009-2018,21.3,15.1
11,2009-2018,20.4,14.7
11,2009-2018,20,6.9
11,2009-2018,17.6,6.6
11,2009-2018,19.2,11.7
11,2009-2018,19.2,15.1
11,2009-2018,18,12.8
11,2009-2018,-,13.2
11,2009-2018,17.3,9
11,2009-2018,17.8,13.9
11,2009-2018,20.9,14.3
11,2009-2018,18.9,14.6
11,2009-2018,19.4,12.8
11,2009-2018,19,8.8
11,2009-2018,20,14.6
11,2009-2018,23,17.5
11,2009-2018,23.8,15.7
11,2009-2018,25.5,18.3
11,2009-2018,24.7,13.8
11,2009-2018,21.4,15.8
12,2009-2018,24.1,17.6
12,2009-2018,21.8,14.8
12,2009-2018,20.6,13
12,2009-2018,22.2,15.6
12,2009-2018,22.2,14.9
12,2009-2018,20.3,14.6
12,2009-2018,21.3,14.8
12,2009-2018,21.2,13.9
12,2009-2018,19,14.6
12,2009-2018,20.3,14.7
12,2009-2018,20.3,15.5
12,2009-2018,21.5,16.7
12,2009-2018,25.5,16.5
12,2009-2018,20.5,14.1
12,2009-2018,19.6,14.3
12,2009-2018,20.4,15
12,2009-2018,21.7,12.6
12,2009-2018,19.9,11.4
12,2009-2018,19.7,14.6
12,2009-2018,21.4,14.5
12,2009-2018,21.4,16
12,2009-2018,22.5,17.1
12,2009-2018,24.1,15.4
12,2009-2018,22.2,15.6
12,2009-2018,19.6,14.3
12,2009-2018,20.7,13.2
12,2009-2018,25,15.9
12,2009-2018,24.2,15.1
12,2009-2018,22.9,16.8
12,2009-2018,22.7,17.2
12,2009-2018,24.6,15.3
01,2009-2018,27.1,19.3
01,2009-2018,19.8,17
01,2009-2018,20.9,17.3
01,2009-2018,25.6,17.1
01,2009-2018,23.9,12.8
01,2009-2018,21.8,13.3
01,2009-2018,22,15.7
01,2009-2018,23.3,17.8
01,2009-2018,24.8,17.9
01,2009-2018,21.5,16.9
01,2009-2018,22.4,15.2
01,2009-2018,24.7,17.8
01,2009-2018,21.9,16.2
01,2009-2018,22,16.1
01,2009-2018,24.1,16.2
01,2009-2018,24.4,14.8
01,2009-2018,26.4,19.3
01,2009-2018,26.8,19.5
01,2009-2018,25.6,16.3
01,2009-2018,25.2,17.1
01,2009-2018,24.1,17.3
01,2009-2018,26.1,17.1
01,2009-2018,25,14.9
01,2009-2018,26.7,15.4
01,2009-2018,28.4,18
01,2009-2018,28.3,18.3
01,2009-2018,27.3,21.3
01,2009-2018,25.1,19.7
01,2009-2018,26.9,20
01,2009-2018,25.2,19.1
01,2009-2018,26.3,18.9
02,2009-2018,27.5,19.4
02,2009-2018,26.5,19.2
02,2009-2018,26.1,18.1
02,2009-2018,26.1,17.9
02,2009-2018,25.4,18.8
02,2009-2018,24.2,19.3
02,2009-2018,27.1,19.9
02,2009-2018,27.5,18
02,2009-2018,24.7,19.1
02,2009-2018,24.8,18.6
02,2009-2018,26.6,17.8
02,2009-2018,25.7,18.2
02,2009-2018,26.2,17.2
02,2009-2018,27.5,17.6
02,2009-2018,26.3,18
02,2009-2018,27,19
02,2009-2018,25.7,19
02,2009-2018,22.8,19.9
02,2009-2018,26.3,18
02,2009-2018,26.1,14.6
02,2009-2018,24.3,18.3
02,2009-2018,24.7,15.9
02,2009-2018,26.7,17
